URL,IDENTIFICADOR,TÍTULO,DESCRIPCIÓN,TEMÁTICAS,ETIQUETAS,FECHA DE CREACIÓN,FECHA DE ÚLTIMA MODIFICACIÓN,FRECUENCIA DE ACTUALIZACIÓN,IDIOMAS,ÓRGANO PUBLICADOR,CONDICIONES DE USO,COBERTURA GEOGRÁFICA,COBERTURA TEMPORAL,VIGENCIA DEL RECURSO,RECURSOS RELACIONADOS,NORMATIVA,DISTRIBUCIONES
https://datos.gob.es/catalogo/e5948fd5-8b21-4aa8-b7b0-c2e827e27de8,,[es]RESOLUCIONES DE LA AGENCIA ESPAÑOLA DE PROTECCIÓN DE DATOS,[es]Resoluciones del Director de la Agencia Española de Protección de Datos relacionadas con expedientes de la S.G. de Inspección de Datos y expedientes de Autorización de Transferencias Internacionales de Datos de carácter personal,Sector público,,2014-06-10T00:00:00+0200,2014-06-10T00:00:00+0200,,es,Agencia Española de Protección de Datos,https://sedeagpd.gob.es/sede-electronica-web/vistas/formDatosAbiertos/seccionDatosAbiertos.jsf,,,,https://www.aepd.es/resoluciones/,,[TITLE_es]pdf[ACCESS_URL]https://www.aepd.es/resoluciones/[MEDIA_TYPE]PDF
https://datos.gob.es/catalogo/8435c8c3-61d3-4e03-9f0c-bdf085f87494,,[es]INFORMES JURIDICOS DE LA AGENCIA ESPAÑOLA DE PROTECCION DE DATOS,"[es]Informes emitidos por el Gabinete Jurídico de la Agencia Española de Protección de Datos, en contestación a consultas formuladas por entidades y particulares",Sector público,,2014-09-29T00:00:00+0200,,,es,Agencia Española de Protección de Datos,https://sedeagpd.gob.es/sede-electronica-web/vistas/formDatosAbiertos/seccionDatosAbiertos.jsf,,,,,,[ACCESS_URL]https://www.aepd.es/informes/[MEDIA_TYPE]PDF
https://datos.gob.es/catalogo/8bdd1e6b-649e-4aad-a4bb-ca96310b2f0b,,[es]Códigos y otros libros electrónicos,"[es]Los códigos electrónicos son una agrupación de varias normas jurídicas con una temática común. La Agencia Estatal Boletín Oficial del Estado los ofrece de forma gratuita. Están disponibles en dos formatos, ePUB y PDF, para facilitar su lectura en distintos dispositivos electrónicos.  Los otros libros electrónicos son algunos de los títulos de la colección ""Textos Legales"" y otras publicaciones de la Agencia Estatal Boletín Oficial del Estado, en formato ePUB (libre de cualquier sistema DRM), para su almacenamiento y lectura en dispositivos móviles.",Legislación y justicia,[es]codigos electrónicos//ePUB//Legislación//libros electrónicos,,,,es,Agencia Estatal Boletín Oficial del Estado,https://www.boe.es/informacion/aviso_legal/index.php,España,,,,,[TITLE_es]Códigos y otros libros electrónicos[ACCESS_URL]http://www.boe.es/legislacion/codigos/[MEDIA_TYPE]HTML
https://datos.gob.es/catalogo/02160154-aff2-4215-aa64-f718c2993683,,[es]Boletín Oficial del Estado (BOE),"[es]Edición electrónica del diario ""Boletín Oficial del Estado"". Su acceso se basa en un calendario con opciones de visualización por años desplegados en meses y días así como un enlace para consultar el último diario publicado.  Incluye diarios desde el año 1960 hasta la actualidad. El día 1 de septiembre de 1960 se inició la publicación del sumario del día conforme a lo dispuesto en el artículo 7 del Decreto 1583/1960, de 10 de agosto, que establece la denominación y el orden de las secciones, que se mantienen hasta la actualidad.  La edición electrónica actual se encuentra regulada por el Real Decreto 181/2008, de 8 de febrero, de ordenación del diario oficial ""Boletín Oficial del Estado"".  Los documentos accedidos se encuentran en formato HTLM, PDF y XML.",Legislación y justicia,[es]Administración pública//Contrataciones y licitaciones//Legislación,2009-01-01T00:00:00+0100,,[TYPE]http://www.w3.org/2006/time#seconds[VALUE]1,es,Agencia Estatal Boletín Oficial del Estado,https://www.boe.es/informacion/aviso_legal/index.php,España,1960-01-01T09:00:00+0100-1960-01-01T09:00:00+0100,,,http://www.boe.es/buscar/act.php?id=BOE-A-2008-2389,[ACCESS_URL]http://boe.es/diario_boe/[MEDIA_TYPE]HTML
https://datos.gob.es/catalogo/0399c19b-85cd-4f03-b6ae-ce033b961991,,[es]Últimas becas publicadas en el BOE,[es]Becas publicadas en el BOE en los últimos 30 días.  Estas disposiciones se encuentran en formato PDF.,Educación,[es]Ayudas y becas,,,[TYPE]http://www.w3.org/2006/time#days[VALUE]1,es,Agencia Estatal Boletín Oficial del Estado,https://www.boe.es/informacion/aviso_legal/index.php,España,,,,,[ACCESS_URL]http://www.boe.es/buscar/becas.php[MEDIA_TYPE]HTML
https://datos.gob.es/catalogo/d142fb00-f06c-48a4-86d0-05499b58f2c7,,[es]Boletín Oficial del Registro Mercantil (BORME),"[es]Edición electrónica del diario ""Boletín Oficial del Registro Mercantil"". Su acceso se basa en un calendario con opciones de visualización por años desplegados en meses y días así como un enlace para consultar el último diario publicado. Incluye:    	  		Sección I (Empresarios - Actos Inscritos) desde 2009 hasta la actualidad.  	  		Sección I (Empresarios - Otros actos) desde 2009 hasta la actualidad.  	  		Sección II (Anuncios y avisos legales) desde 2001 hasta la actualidad.    Esta publicación se regula por el Real Decreto 1979/2008, de 28 de noviembre, por el que se regula la edición electrónica del ""Boletín Oficial del Registro Mercantil""  Los documentos accedidos se encuentran en formato HTLM, PDF y XML.",Economía,[es]Sociedades mercantiles,2009-01-01T00:00:00+0100,,,es,Agencia Estatal Boletín Oficial del Estado,https://www.boe.es/informacion/aviso_legal/index.php,,2001-01-01T09:00:00+0100-2001-01-01T09:00:00+0100,,,http://www.boe.es/buscar/doc.php?id=BOE-A-2008-19826,[ACCESS_URL]http://boe.es/diario_borme[MEDIA_TYPE]HTML
https://datos.gob.es/catalogo/f3c69b78-4bbf-4995-8138-deb20421c8cd,,[es]Búsqueda de Legislación,"[es]Permite la búsqueda de disposiciones de carácter general de ámbito estatal, autonómico y europeo desde 1960.  Dichas disposiciones se encuentran en formato HTML, PDF y XML.",Legislación y justicia,,,,[TYPE]http://www.w3.org/2006/time#days[VALUE]1,es,Agencia Estatal Boletín Oficial del Estado,https://www.boe.es/informacion/aviso_legal/index.php,,1960-01-01T09:00:00+0100-1960-01-01T09:00:00+0100,,,,[ACCESS_URL]http://www.boe.es/legislacion/legislacion.php[MEDIA_TYPE]HTML
https://datos.gob.es/catalogo/987ad6e4-2947-4098-a73e-9e5c315dae6e,,[es]Anuncios de licitaciones y adjudicaciones publicados en el BOE,"[es]Anuncios de licitaciones públicas y adjudicaciones de obras, servicios y suministros publicados en la Sección V del BOE desde 1995.  Estos anuncios se encuentran en formato HTML, PDF y XML.",Sector público,[es]Anuncios//Normas y jurisprudencia,,,,es,Agencia Estatal Boletín Oficial del Estado,https://www.boe.es/informacion/aviso_legal/index.php,,1995-01-01T09:00:00+0100-1995-01-01T09:00:00+0100,,,,[ACCESS_URL]http://www.boe.es/anuncios/anboe.php[MEDIA_TYPE]HTML
https://datos.gob.es/catalogo/d2ba1602-3c01-46de-87c0-e6808d00c0ce,,"[es]Oposiciones, nombramientos... de Personal de la Administración Pública","[es]Disposiciones publicadas en la sección II del BOE desde 1960. Comprende las disposiciones en materia de personal al servicio de las Administraciones Públicas.  Estas disposiciones se encuentran en formato HTML, PDF y XML.",Sector público,[es]Normas y jurisprudencia,,,[TYPE]http://www.w3.org/2006/time#days[VALUE]1,es,Agencia Estatal Boletín Oficial del Estado,https://www.boe.es/informacion/aviso_legal/index.php,,1960-01-01T09:00:00+0100-1960-01-01T09:00:00+0100,,,,[ACCESS_URL]http://www.boe.es/buscar/personal.php[MEDIA_TYPE]XHTML
https://datos.gob.es/catalogo/65c81d85-6511-4382-a130-aa1dcb16407a,,[es]Gazeta: colección histórica,"[es]Gazeta es la base de datos que ofrece la colección histórica del Diario Oficial, contiene disposiciones y noticias publicadas en los diarios oficiales antecesores del actual Boletín Oficial del Estado desde 1661 hasta 1959.  La colección digital contiene alrededor de 1.450.000 documentos con noticias muy variadas -anuncios, comunicaciones, leyes, etc.- siendo muchas de ellas de gran interés histórico. La Gaceta constituye igualmente una rica fuente de información sobre las noticias más destacadas de determinados acontecimientos de la época tanto nacionales como extranjeros. En este sentido se pueden localizar noticias sobre declaraciones de guerra, proclamaciones de reyes, plagas, precios, etcétera.  Por otra parte, es importante señalar que desde su inicio en 1661 y a lo largo de su historia, la Gaceta recibió diferentes títulos, que, en determinados momentos históricos, convivieron varios diarios oficiales con denominaciones distintas.  Estos documentos se encuentran en formato PDF, obtenido a partir de imágenes facsímil en formato TIFF.",Legislación y justicia,[es]historia//Legislación,,,,es,Agencia Estatal Boletín Oficial del Estado,https://www.boe.es/informacion/aviso_legal/index.php,,2011-11-08T16:14:00+0100-2011-11-08T16:14:00+0100,,,,[ACCESS_URL]http://boe.es/legislacion/gazeta.php[MEDIA_TYPE]HTML
https://datos.gob.es/catalogo/f9bd8f52-b08a-4026-97d7-ad610198f529,,[es]Búsqueda de libros en la Tienda del BOE,"[es]Catálogo bibliográfico que permite la búsqueda y recuperación de obras por el título, autor, editor y materias normalizadas de los mismos.",Sector público,[es]Administración pública//Catálogos,2011-10-21T00:00:00+0200,,[TYPE]http://www.w3.org/2006/time#seconds[VALUE]1,es,Agencia Estatal Boletín Oficial del Estado,https://www.boe.es/informacion/aviso_legal/index.php,,,,,,[ACCESS_URL]http://tienda.boe.es/search.html?SESSID=a8bb3811338bbjhbvs0ls3fj45[MEDIA_TYPE]HTML
https://datos.gob.es/catalogo/0702cd82-c9b6-4f3f-9bd4-29ab998cfaaa,,[es]Últimas ayudas publicadas en el BOE,[es]Ayudas publicadas en el BOE en los últimos 30 días.  Estas disposiciones se encuentran en formato PDF.,Economía,[es]Ayudas y becas,,,[TYPE]http://www.w3.org/2006/time#days[VALUE]1,es,Agencia Estatal Boletín Oficial del Estado,https://www.boe.es/informacion/aviso_legal/index.php,España,,,,,[ACCESS_URL]http://www.boe.es/buscar/ayudas.php[MEDIA_TYPE]HTML
https://datos.gob.es/catalogo/d880ccb5-3760-4689-a236-e5a8ad9793a7,,[eu]OpenDAP. Eraikuntza Produktuen Ingurumen Informazioari buruzko datu base nazional irekia[ca]OpenDAP. Base de dades nacional oberta d'informació ambiental de productes de construcció[gl]OpenDAP. Base Nacional de Datos aberta de información ambiental sobre os produtos de construcción[en]OpenDAP. Open National Database of Environmental Information on Construction Products[es]OpenDAP. Base de datos nacional abierta de información ambiental de productos de construcción,"[eu]OpenDAP nazionala, irekia, publikoa eta doakoa da erabiltzeko, bai orokorrak eta espezifikoak eraikuntza produktuen ingurumen informazioa datu-base bat da. Ingurumeneko Produktuen Deklarazioak (DAP) programako edozein administratzaileri irekita dago eta, bizitza zikloa aztertzeko (LCA) kalkulatzeko edozein tresna. OpenDAP InData sarean integratuta dago.[ca]OpenDAP és una base de dades nacional, oberta, pública i d’ús gratuït d’informació ambiental tant sobre productes de construcció genèrics com específics. Està obert a qualsevol administrador del programa DAP (Environmental Product Declaration) i a qualsevol eina de càlcul d’anàlisi del cicle de vida (ACV). OpenDAP està integrat a la xarxa InData.[en]OpenDAP is the Spanish, public, open and free-to-use database of environmental information for both generic and specific construction products. It is open to any Environmental Product Declarations (EPD) program operator and, for any life cycle analysis (LCA) calculation tool. OpenDAP is integrated into the InData network.[es]OpenDAP es una base de datos nacional, abierta, pública y de uso gratuito de información ambiental de productos de construcción tanto genéricos como específicos. Está abierta a cualquier administrador de programa de Declaraciones Ambientales de Producto (DAP) y, para cualquier herramienta de cálculo de análisis de ciclo de vida (ACV). OpenDAP está integrada en la red InData.[gl]OpenDAP é unha base de datos nacional, aberta, pública e de uso gratuíto de información ambiental tanto para produtos de construción xenéricos como específicos. Está aberto a calquera administrador do programa DAP (Environmental Product Declarations) e, para calquera ferramenta de cálculo de análise do ciclo de vida (ACV). OpenDAP está integrado na rede InData.",Medio ambiente,[es]ACV//DAP//EPD//impacto ambiental,2013-01-01T00:00:00+0100,2021-03-01T00:00:00+0100,[TYPE]http://www.w3.org/2006/time#months[VALUE]1,es,Agencia Estatal Consejo Superior de Investigaciones Científicas,http://www.csic.es/web/guest/aviso-legal,España,,,,,[TITLE_eu]OpenDAP[TITLE_ca]OpenDAP[TITLE_gl]OpenDAP[TITLE_en]OpenDAP[TITLE_es]OpenDAP[ACCESS_URL]https://www.opendap.es/[MEDIA_TYPE]API
https://datos.gob.es/catalogo/ae74bb13-8b42-44bf-98c6-027707c1b3fe,,[es]Valoración integrada e índice de citas de las Revistas Españolas de Ciencias Sociales y Humanas,"[es]RESH aporta los resultados del análisis de las Revistas Españolas de Ciencias Sociales y Humanas desde el punto de vista cualitativo para valorar el uso y la influencia de cada una de las revistas que aparecen citadas. A partir de las revistas, se puede acceder a sus correspondientes datos bibliográficos y a los niveles de cumplimiento de otros parámetros fundamentales de calidad.",Ciencia y tecnología,[es]catalogos//Ciencias sociales y humanidades,2011-11-07T00:00:00+0100,2011-11-07T00:00:00+0100,,es,Agencia Estatal Consejo Superior de Investigaciones Científicas,http://www.csic.es/web/guest/aviso-legal,,2011-11-07T09:58:00+0100-2011-11-07T09:58:00+0100,,,,[ACCESS_URL]http://resh.cindoc.csic.es/[MEDIA_TYPE]HTML
https://datos.gob.es/catalogo/f4c24fb6-ce18-46a0-be3c-1467f555e2a4,,[es]Sumarios ISOC - Ciencias Sociales y Humanidades del CSIC,[es]Base de datos referencial y bibliográfica de artículos publicados en revistas españolas del ámbito de las ciencias sociales y humanas.,Ciencia y tecnología,[es]Catálogos//Ciencias sociales y humanidades,2011-11-04T00:00:00+0100,2011-11-04T00:00:00+0100,,es,Agencia Estatal Consejo Superior de Investigaciones Científicas,http://www.csic.es/web/guest/aviso-legal,,2011-11-04T13:04:00+0100-2011-11-04T13:04:00+0100,,,,[ACCESS_URL]http://bddoc.csic.es:8080/inicioBuscarCampos.html?tabla=docu&bd=ISOC&estado_formulario=show[MEDIA_TYPE]HTML
https://datos.gob.es/catalogo/4fdefdc6-1fd4-4b73-9d99-10d6f3c5abee,https://sede.agenciatributaria.gob.es/Sede/datosabiertos/catalogo/hacienda/Informe_Ventas_Empleo_y_Salarios_en_las_Grandes_Empresas.shtml,"[es]Ventas, Empleo y Salarios en las Grandes Empresas (informes mensuales)","[es]Son Grandes Empresas las personas físicas o jurídicas cuyo volumen de operaciones haya excedido la cifra de 6,01 millones de euros durante el año natural inmediatamente anterior. Suponen algo menos del 1 por ciento del total de declarantes por IVA, pero su peso en la facturación del total de empresas es superior al 60 por ciento.  Estas empresas están obligadas a la presentación mensual de sus declaraciones. En ellas, además de la información propiamente fiscal, proporcionan información sobre las variables económicas (ventas, empleo, retribuciones salariales) que permiten el cálculo de sus obligaciones fiscales.  El resultado de la explotación de estas declaraciones (con los matices detallados en las notas metodológicas) proporciona información de la evolución mensual de ventas, exportaciones, importaciones, empleo y salarios. Dicha información se presenta como series de números índices, originales y corregidas de variaciones estacionales y de calendario (CVEC). Además, para las variables derivadas de los modelos del IVA también se presenta la información deflactada.",Hacienda,,2005-03-31T00:00:00+0200,2023-01-11T00:00:00+0100,[TYPE]http://www.w3.org/2006/time#months[VALUE]1,es,Agencia Estatal de Administración Tributaria,https://sede.agenciatributaria.gob.es/Sede/gobierno-abierto/reutilizacion-informacion/condiciones-reutilizacion.html,España,1996-01-01T00:00:00+0100-2022-11-30T00:00:00+0100,2023-02-08T00:00:00+0100,,,[TITLE_es]Último informe publicado[ACCESS_URL]https://sede.agenciatributaria.gob.es/static_files/AEAT/Estudios/Estadisticas/Informes_Estadisticos/Informes_VESGE/InformesHtml/Informe_web.html[MEDIA_TYPE]XHTML//[TITLE_es]Calendario de difusión[ACCESS_URL]https://sede.agenciatributaria.gob.es/Sede/estadisticas/ventas-empleos-salarios-declaraciones-tributarias/ventas-empleo-salarios-grandes-empresas/calendario.html[MEDIA_TYPE]HTML//[TITLE_es]Metodología[ACCESS_URL]https://sede.agenciatributaria.gob.es/static_files/AEAT/Estudios/Estadisticas/Informes_Estadisticos/Informe_VESGE/Metodologia.pdf[MEDIA_TYPE]PDF[BYTE_SIZE]630000[RELATION]https://sede.agenciatributaria.gob.es/Sede/estadisticas/ventas-empleos-salarios-declaraciones-tributarias/preguntas-frecuentes.html
https://datos.gob.es/catalogo/abcb6be9-8e4c-48c0-9fc8-423cdaafddd7,,[es]Memoria de la Agencia Tributaria,"[es]La Agencia Estatal de Administración Tributaria tiene encomendada la aplicación efectiva del sistema tributario estatal y aduanero, así como de aquellos recursos de otras Administraciones públicas nacionales o de la Unión Europea, cuya gestión se le encomiende por ley o por convenio.  En la ""Memoria de la Agencia Tributaria"" se resumen los resultados de las principales actuaciones desarrolladas en el ejercicio por la Agencia Tributaria.     Para facilitar la reutilización de la información que contiene, las Memorias correspondientes a los años 2012 y siguientes se han realizado en formato HTML, en lugar del formato PDF que se venía tradicionalmente utilizando.  En la página web de la Agencia Tributaria podrá consular también las Memorias correspondientes a ejercicios anteriores a 2012 en formato PDF.",Hacienda,[es]AEAT//Agencia Estatal de Administración Tributaria//Impuestos. Estadísticas,2013-10-02T00:00:00+0200,2022-12-30T00:00:00+0100,[TYPE]http://www.w3.org/2006/time#years[VALUE]1,es//ca//gl//en,Agencia Estatal de Administración Tributaria,https://sede.agenciatributaria.gob.es/Sede/gobierno-abierto/reutilizacion-informacion/condiciones-reutilizacion.html,España,2012-01-01T00:00:00+0100-2021-12-31T00:00:00+0100,2023-12-20T00:00:00+0100,,,[TITLE_es]Memoria de la Agencia Tributaria 2021[ACCESS_URL]https://sede.agenciatributaria.gob.es/Sede/informacion-institucional/memorias/memoria-2021.html[MEDIA_TYPE]HTML//[TITLE_es]Memoria de la Agencia Tributaria (todos los ejercicios)[ACCESS_URL]https://sede.agenciatributaria.gob.es/Sede/informacion-institucional/memorias.html[MEDIA_TYPE]HTML
https://datos.gob.es/catalogo/27ce304d-83a3-41b3-bc39-4a9fd6af56e8,https://sede.agenciatributaria.gob.es/Sede/datosabiertos/catalogo/hacienda/Informe_mensual_de_Recaudacion_Tributaria.shtml,[es]Informe mensual de Recaudación Tributaria,"[es]Información mensual de la recaudación de tributos gestionados por la Agencia Tributaria.  Los ingresos se presentan en términos de caja.  Los tributos cedidos por el Estado (total o parcialmente) y las agregaciones en que están incluidos se presentan tanto en términos de recaudación total como su desglose entre recaudación del Estado y participación de las Administraciones Territoriales.  Se incluyen también desgloses en recaudación líquida, devoluciones y recaudación bruta, y se presenta la recaudación homogénea, en la que se han practicado las correcciones necesarias para mantener la comparabilidad interanual.  Trimestralmente se facilita un desglose de la recaudación en términos de devengo.  La informacón se ofrece mediante informes en formato PDF, cuadros estadísticos y gráficos en formato Excel.",Hacienda,,2004-10-06T00:00:00+0200,2022-12-23T00:00:00+0100,[TYPE]http://www.w3.org/2006/time#months[VALUE]1,gl,Agencia Estatal de Administración Tributaria,https://sede.agenciatributaria.gob.es/Sede/gobierno-abierto/reutilizacion-informacion/condiciones-reutilizacion.html,España,2008-01-01T00:00:00+0100-2022-11-30T00:00:00+0100,2023-03-31T00:00:00+0200,https://sede.agenciatributaria.gob.es/Sede/datosabiertos/catalogo/hacienda/Informes_anuales_de_Recaudacion_Tributaria.shtml,,[TITLE_es]Informe mensual de Recaudación Tributaria[ACCESS_URL]https://sede.agenciatributaria.gob.es/Sede/datosabiertos/catalogo/hacienda/Informe_mensual_de_Recaudacion_Tributaria.shtml[MEDIA_TYPE]XLS
https://datos.gob.es/catalogo/be3bf5c6-0b34-4553-a176-c20516d91393,https://sede.agenciatributaria.gob.es/Sede/estadisticas/anuario-estadistico.html,[es]Anuario estadístico ,"[es]El producto, “Anuario Estadístico”, pone a disposición de los usuarios interesados a través de la sede electrónica de la Agencia Tributaria, una aplicación web que permite al usuario definir y construir sus propias tablas, realizar gráficos a partir de esas tablas y realizar exportaciones de los datos a Excel o formato csv para poder integrarlo en sus propios estudios.　  Los datos estadísticos que se difunden mediante esta aplicación corresponden a IRPF, Patrimonio, Sociedades, IVA y Mercado de trabajo; y su principal novedad radica en el cambio de filosofía de la producción estadística desde una perspectiva estática y anual por modelo a una dinámica y plurianual de varios modelos, proporcionando al usuario un catálogo de variables económicas agregadas, y unas variables de clasificación comunes a los diferentes impuestos. 　  Los datos que se muestran son datos de las principales magnitudes publicadas en las estadísticas anuales difundidas en la sede electrónica de la AEAT, agrupados por año y ya sometidos a tratamiento de secreto estadístico. 　    ",Hacienda,[es]IVa//Mercado de tranbjo//pensiones//Renta//salarios//Sociedades,2019-04-11T00:00:00+0200,2022-11-30T00:00:00+0100,[TYPE]http://www.w3.org/2006/time#years[VALUE]1,es//ca//gl//eu//en,Agencia Estatal de Administración Tributaria,https://sede.agenciatributaria.gob.es/Sede/gobierno-abierto/reutilizacion-informacion/condiciones-reutilizacion.html,España,2009-01-01T00:00:00+0100-2021-12-31T00:00:00+0100,2023-07-10T00:00:00+0200,,,[TITLE_es]Acceso a la aplicación[ACCESS_URL]https://www2.agenciatributaria.gob.es/jrubik-viewer/index.jsf[MEDIA_TYPE]CSV//[TITLE_es]Documentación[ACCESS_URL]https://sede.agenciatributaria.gob.es/Sede/estadisticas/anuario-estadistico.html[MEDIA_TYPE]HTML[BYTE_SIZE]1419//[TITLE_es]Exportación masiva de datos[ACCESS_URL]https://www.agenciatributaria.es/AEAT.internet/Inicio/La_Agencia_Tributaria/Memorias_y_estadisticas_tributarias/Estadisticas/Anuario_Estadistico/_Exportacion_masiva_de_datos_/_Exportacion_masiva_de_datos_.shtml[MEDIA_TYPE]CSV